Engagements,Followers at Posting,Description,Day_of_Week,Time_in_seconds,Album,Photo,Video,Description_Score
584415,36515589,kyle_lowry7 with the pin point dime to pskills43 on abc #nbaplayoffs,6,62636,0,0,1,-1.3823760226803032
566014,36515589,joelembiid with the swat bensimmons with the slam #nbaplayoffs #nbaonabc,6,60197,0,0,1,-2.254816931262402
614813,36515589,joelembiid flushes it home for the sixers #nbaplayoffs  #nbaonabc,6,59029,0,0,1,-2.957484366987797
577620,36515589,"the sixers force the turnover #nbabreakdown 
 raptors sixers g4
 330pm et  #nbaonabc",6,48791,0,0,1,-5.1902997484774165
458556,36515589,the houstonrockets win game 3 126 121 in overtime  now trail the warriors 2 1 #nbaplayoffs,5,85123,0,1,0,-0.9389924175026279
693948,36515589,jharden13 triple + floater late in ot propels the houstonrockets to a game 3 victory #nbaplayoffs,5,84940,0,0,1,-0.4935859641958358
357280,36515589,congrats to jharden13 of the houstonrockets for moving up to 13th on the #nbaplayoffs 3pm list as we celebrate budweiserusa #legendarymoments,5,82702,0,1,0,-4.907451466663047
432586,36515589,money23green has recorded his 6th career #nbaplayoffs triple double on #nbaonabc #nbaplayoffs,5,81935,0,1,0,-2.5612640302555456
665500,36515589,cp3 finds a rolling ccapela15 #nbaonabc #nbaplayoffs ,5,81717,0,0,1,-1.395656112861636
767669,36515589,warriors turn defense into transition offense #nbaonabc #nbaplayoffs,5,81233,0,0,1,1.3479109487569658
458556,36515589,congrats to easymoneysniper of the warriors for moving up to 10th on the #nbaplayoffs scoring list,5,80603,0,1,0,-2.999363181864703
458556,36515589,congrats to easymoneysniper of the warriors for moving up to 7th on the #nbaplayoffs 3pm list,5,78050,0,1,0,-3.1996245180347866
729544,36515589, ccapela15 protects the rim #nbaonabc #nbaplayoffs ,5,76434,0,0,1,-0.17968997274507564
736273,36515589,game 3 starts now #nbaplayoffs #nbaonabc,5,74744,0,0,1,0.439932620497681
660220,36490250,"money23greens defensive rotation leads to a stop #nbabreakdown 
 warriors x houstonrockets g3
 830pm et  #nbaonabc",5,61514,0,0,1,-1.4944214904912654
717900,36490250," steph curry origin story 

 warriors x houstonrockets g3
 830pm et  #nbaonabc",5,52946,0,0,1,1.1023841283107334
418531,36490250,the warriors look to go up 3 0 while the houstonrockets look to get on track at home 830pm et #nbaonabc #nbaplayoffs,5,38703,0,1,0,-1.4752638407049679
358820,36490250,join us in wishing vicoladipo of the pacers a happy 27th birthday #nbabday,5,26227,0,1,0,-4.441052142647907
401987,36490250,the bucks and trailblazers in 4ot each take 2 1 series leads in fridays #nbaplayoffs action,5,12331,0,1,0,-5.697497907474532
558424,36490250,hoodie5 puts the trailblazers up through the lens of our slo mo #phantomcam #nbaplayoffs,5,11900,0,0,1,-3.375410300750614
711577,36490250,3jmccollum scores 18 of his game high 41 following regulation #nbaplayoffs,5,11015,0,0,1,1.9922780497105639
711577,36490250, both teams competed we wanted that game bad   3jmccollum 60 minutes of action #nbaplayoffs,5,9790,0,0,1,-0.517483987064741
401987,36490250,the trailblazers take a 2 1 series lead over nuggets with a 4ot 140 137 home win the second 4ot game in #nbaplayoffs history,5,9578,0,1,0,-5.184246838240873
649110,36490250,hoodie5 puts the trailblazers up for good in 4th ot #nbaplayoffs,5,8204,0,0,1,-1.9444689971244191
657061,36490250,damianlillard drives to send nuggets trailblazers to a 4th ot  espn,5,7063,0,0,1,-2.6551933516733843
663121,36490250,paulmillsap4 fades to put nuggets up 4 in 3ot on espn,5,6838,0,0,1,-1.6109270640895865
442328,36490250,nikola jokic notches his 3rd triple double of the #nbaplayoffs for the nuggets #tripledoublealert,5,4566,0,1,0,-2.2963149168369394
663121,36490250,late buckets send nuggets trailblazers to ot on espn,5,4128,0,0,1,-2.116604933872317
705073,36490250,damianlillard pulls up from deep for the trailblazers #nbaplayoffs  espn,5,2292,0,0,1,-1.241741059893104
590824,36490250,jmglitxh27 uses the screen for the nuggets triple on espn #nbaplayoffs,4,86069,0,0,1,-1.605528302289619
443953,36490250,the bucks take 2 1 series lead over celtics with 123 116 victory in boston #nbaplayoffs,4,83497,0,1,0,-3.5864121512888048
590824,36490250,damianlillard gets to the rim for the trailblazers on espn #nbaplayoffs,4,83163,0,0,1,-1.0458945297206477
603577,36490250,giannis_an34s swat sparks the bucks transition on espn,4,78690,0,0,1,-0.9445287902370976
787871,36490250, jaylen brown rises up,4,77850,0,0,1,1.0730908655455922
641761,36490250,fchwpos block sets up the foestar13 triple #nbaplayoffs  espn,4,75958,0,0,1,-0.6768675244227758
864497,36490250,kyrieirvings going to work on espn #nbaplayoffs,4,75024,0,0,1,0.10372822729905395
939030,36490250,kyrieirving stops on a dime for the triple #nbaplayoffs  espn,4,73541,0,0,1,3.9499552759078576
610631,36463902,"the celtics and bucks look to defend #nbabreakdown

 800pm et  espn",4,64165,0,0,1,-2.466879155349341
318931,36463902," logo lillard returns home 

 nuggets x trailblazers g3
 1030pm et  espn",4,55041,0,1,0,-2.9330078614680897
375497,36463902,tonights espn #nbaplayoffs action features two game 3s,4,49302,1,0,0,-0.6445698140347759
569232,36463902,joelembiid throws down the windmill off the drive #phantomcam,3,83527,0,0,1,-0.5736088732417826
725349,36463902, jimmy butler micd up ,3,81613,0,0,1,0.3102456946158277
787885,36463902, joel embiid ,3,81417,0,0,1,0.6343761053917012
710023,36463902,kawhi leonard fades for 31 points on espn #nbaplayoffs,3,79832,0,0,1,1.7624145985491206
771238,36463902,kawhi off the dribble with the left #nbaplayoffs  espn,3,76153,0,0,1,1.7667761095562007
590834,36463902,the sixers move the ball to find bensimmons on espn #nbaplayoffs,3,75819,0,0,1,-1.4731515556593269
557036,36440321,"joelembiid with the touch pass #nbabreakdown

 raptors sixers g3
 800pm et  espn",3,59965,0,0,1,-3.241511934656846
605702,36440321," kawhi the origin story 

 raptors sixers g3
 800pm et  espn",3,52370,0,0,1,-0.9716512922988805
329389,36440321,the raptors  sixers each seek a 2 1 series lead #nbaplayoffs,3,45974,0,1,0,-3.5963183177449576
346572,36440321,join us in wishing ygtrece of the okcthunder a happy 29th birthday #nbabday,3,42694,0,1,0,-4.5007885721310235
349836,36440321,the trailblazers even the series 1 1 with nuggets on 97 90 victory in denver #nbaplayoffs,2,85812,0,1,0,-4.050673057181461
725362,36440321,between the legs,2,81819,0,0,1,0.2865601022510723
603599,36440321,mbeasy5 punches it home in transition for the nuggets,2,81125,0,0,1,-1.51299329541388
585445,36440321,the trailblazers move the ball to find hoodie5 #nbaplayoffs  nbaontnt,2,79572,0,0,1,-2.352955629764343
538977,36440321,biggametae  mbeasy5 showcase their handles for the nuggets bucket on tnt #nbaplayoffs,2,78087,0,0,1,-0.3423605061476597
715841,36414852,from behind the arc the round 1 #mtndew3pt leaders #nbaplayoffs,2,69622,0,0,1,0.5039128447300343
430226,36414852,in budweiserusa #legendarymoments history we highlight billwaltons heroic #nbafinals mvp performance to secure the trailblazers 1977 nba championship who do you have in game 2 tonighttrailblazers or nuggets,2,62108,0,0,1,-7.451624482151517
303470,36414852,will the nuggets take 2 0 series lead or will the trailblazers even it up 1 1,2,44947,0,1,0,-4.380860591805109
417241,36414852,the bucks 1 1 and warriors 2 0 each win in tuesdays #nbaplayoffs action,2,12999,0,1,0,-1.8099566257753792
417241,36414852,the warriors take 2 0 series lead over houstonrockets with 115 109 home victory #nbaplayoffs,2,4658,0,1,0,-2.106813433587744
707912,36414852,money23green gets the open slam off the warriors ball movement,2,3194,0,0,1,1.598679735315754
678474,36414852,the warriors move the ball to find andre #nbaplayoffs  nbaontnt,1,84715,0,0,1,0.07255757736920676
351107,36414852,the bucks even the series 1 1 with a 123 102 home victory #nbaplayoffs,1,81651,0,1,0,-2.3406670181924842
713348,36414852,air jaylen #nbaplayoffs  nbaontnt,1,77305,0,0,1,-0.3273898499797463
876573,36414852,kyrieirving fades from the baseline on tnt #nbaplayoffs,1,75958,0,0,1,3.9646829051878725
599077,36414852,alhorford  giannis_an34 trade emphatic slams on tnt #nbaplayoffs,1,75138,0,0,1,0.25947662309767294
353389,36389226,"35easy money35 
 houstonrockets warriors g2
 1030pm et  nbaontnt",1,71042,0,1,0,-2.8702349119444452
345013,36389226," the beard  
 houstonrockets warriors g2
 1030pm et  nbaontnt",1,65478,0,1,0,-2.69987280447451
318676,36389226," the greek freak 

 celtics bucks g2
 800pm et  nbaontnt",1,52854,0,1,0,-3.58379590176567
321234,36389226," kyrie irving 

 celtics bucks g2
 800pm et  nbaontnt",1,45436,0,1,0,-3.40461010390558
316622,36389226,in tonights nbaontnt #nbaplayoffs action the celtics  warriors each look to go up 2 0 while the bucks  houstonrockets look to make it 1 1,1,39612,1,0,0,-4.076475824952189
326271,36389226,the sixers 1 1 and nuggets 1 0 each win on monday #nbaplayoffs,1,18567,0,1,0,-4.744004746524985
326271,36389226,the nuggets take 1 0 series lead over trailblazers with 121 113 home victory #nbaplayoffs,1,5216,0,1,0,-4.62757360386278
819732,36389226, gary harris ,1,1301,0,0,1,0.6541897229420867
599088,36389226,damianlillard goes up  under for the trailblazers on tnt #nbaplayoffs,0,85051,0,0,1,-1.7921497590391742
593612,36389226,damianlillard steps back for the trailblazers triple #nbaplayoffs  nbaontnt,0,83352,0,0,1,-2.512764677884665
656741,36389226,thats_g_ hangs  finishes on tnt #nbaplayoffs,0,82983,0,0,1,-0.9272177825858303
599088,36389226,jimmybutler scores 12 in the 4th to seal sixers road victory #nbaplayoffs,0,81651,0,0,1,-1.5216689289583654
314509,36389226,the sixers even the series 1 1 with raptors on 94 89 victory in toronto #nbaplayoffs,0,81526,0,1,0,-4.34748451160501
719942,36389226,the footwork late in the 4th #nbaplayoffs,0,81242,0,0,1,-0.0425565553913419
262893,36389226,"logo lillard damianlillard shot 8 12 from beyond 30 feet in the opening round of the 2019 #nbaplayoffs 
 trailblazers nuggets g1
 1030pm et  nbaontnt",0,76187,0,1,0,-4.4010302461792605
593612,36389226,pskills43 spins off the dribble for the raptors #nbaplayoffs  nbaontnt,0,73034,0,0,1,-3.0622812489110984
788404,36367250, the top 3 assists in the east from the opening round of the #nbaplayoffs #statefarmassists,0,68985,0,0,1,2.066255220605685
252955,36367250," the joker 

 trailblazers nuggets g1
 1030pm et  nbaontnt",0,56430,0,1,0,-4.632240946489168
519437,36367250," damianlillards epic #tissotbuzzerbeater as heard around the  #thisisyourtime

 trailblazers nuggets g1
 1030pm et  nbaontnt",0,50225,0,0,1,-4.075434354603607
204785,36367250,the sixers  raptors play game 2 and the trailblazers  nuggets open their series in tonights nbaontnt action #nbaplayoffs,0,45939,1,0,0,-7.496873029692375
347570,36367250,the current #nbaplayoffs bracket,0,30729,0,1,0,-0.7247775629649136
688432,36367250,a look at the numbers as the nuggets advanced to the conference semis,0,7258,0,0,1,-2.4190365821922257
333058,36367250,joe borgia nba senior vice president of replay  referee operations joined nbatv to discuss two plays from houstonrockets warriors and what constitutes a foul in cases of defenders closing out on shooters,6,82934,1,0,0,-2.364101207348721
455010,36341790,the celtics and warriors each take 1 0 series leads on sunday,6,71069,0,1,0,-2.8796650068296876
735752,36341790, the fantastic finish of houstonrockets warriors game 1 #nbaplayoffs,6,67824,0,0,1,0.03435980180218284
366419,36341790,the warriors take a 1 0 series lead over the houstonrockets with 104 100 home win #nbaplayoffs,6,66752,0,1,0,-2.692655959672921
735752,36341790, big plays down the stretch from houstonrockets  warriors in game 1 #nbaplayoffs ,6,66507,0,0,1,1.29190142309503
728925,36341790,stephencurry30 in the clutch as warriors win game 1 #nbaplayoffs,6,65811,0,0,1,2.3806295716371495
656027,36341790,easymoneysniper protects the paint for the warriors #nbaplayoffs #nbaonabc,6,61584,0,0,1,0.22948172436922876
629197,36341790,back to back houstonrockets transition threes to tie game 1 at 53 53 at the half #nbaplayoffs #nbaonabc,6,60515,0,0,1,-2.906393601811811
338448,36341790,the celtics take a 1 0 series lead over the bucks with 112 90 road victory #nbaplayoffs,6,55743,0,1,0,-4.082333329978536
573962,36341790,alhorford protects the paint for the celtics #nbaplayoffs #nbaonabc,6,52988,0,0,1,-1.5962873801415896
839826,36341790,kyrieirving goes to work on the block #nbaplayoffs #nbaonabc,6,49227,0,0,1,2.976433274641055
347215,36341790,"whos your super hero

#nationalsuperheroday
#nbaplayoffs
#nbaonabc",6,41830,0,1,0,-0.10253931745687436
343056,36341790,the conference semis continue with celtics bucks and houstonrockets warriors series openers #nbaplayoffs #nbaonabc,6,25390,1,0,0,-4.083267577099368
721556,36341790,nikola jokic came to play in game 7 with 21 points 15 rebounds  10 assists for the nuggets #nbaplayoffs,6,4709,0,0,1,-0.7931800245304044
353511,36341790,the nuggets win game 7 90 86 to advance to the western conference semis #nbaplayoffs,6,3730,0,1,0,-3.1202135495594985
658213,36341790,jmglitxh27 tosses in the clutch runner in the nuggets game 7 victory #nbaplayoffs,6,2541,0,0,1,-1.4639216047060513
353511,36341790,nikola jokic notches the game 7 triple double with 21p 15r 10a for the nuggets #tripledoublealert,6,2247,0,1,0,-1.5830766310283506
655325,36341790,jmglitxh27 gets it to fall for the nuggets in game 7,5,85899,0,0,1,-2.179776041353553
604967,36341790,kawhi protects home for the raptors in game 1 #nbaplayoffs #phantomcam,5,82397,0,0,1,-1.164574890070707
763838,36341790,look at that angle #nbaplayoffs  nbaontnt,5,80532,0,0,1,0.14883962141690577
338348,36341790,the raptors take 1 0 series lead over the sixers with 108 95 victory at home #nbaplayoffs,5,79793,0,1,0,-5.431409126469737
696784,36341790,kawhi with the swat pskills43 with the slam #nbaplayoffs  nbaontnt,5,76583,0,0,1,-1.4231684087833618
780326,36341790," meet nikola jokic  
 game 7
 1000pm et
 nbaontnt",5,74517,0,0,1,-0.3424564586125478
416267,36341790,27 in the first half for kawhi on tnt,5,73919,0,1,0,0.7573469627853566
696784,36341790,kawhi spins off the dribble for the raptors #nbaplayoffs  nbaontnt,5,73495,0,0,1,-1.307312632358344
696796,36317900,joelembiid to the rack #nbaplayoffs  nbaontnt,5,72207,0,0,1,-1.1478384283194147
703224,36317900,kyle_lowry7 off the window plus the foul on tnt #nbaplayoffs,5,71948,0,0,1,0.8578051024068545
295863,36317900, the klaw  the raptors open the eastern conference semis hosting philadelphia 730pm et nbaontnt #nbaplayoffs,5,62129,0,1,0,-3.2424937919858605
610362,36317900,heroes are among us the new damianlillard adidas x marvel black panther dame 5 just dropped footlocker #becausesneakers,5,52561,0,0,1,-1.63735286710947
266739,36317900,the sixers raptors eastern conference semis open up 730pm et tonight nbaontnt #nbaplayoffs,5,47755,0,1,0,-5.704847699650712
308818,36317900,game 7 you got the spurs or nuggets,5,41927,0,1,0,-2.698794175474914
418893,36317900,the current #nbaplayoffs bracket,5,19660,0,1,0,-0.7247775629649136
444040,36317900,the warriors advance to the western conference semis with 129 110 victory in la #nbaplayoffs,5,3378,0,1,0,-1.015273004442095
403544,36317900,money23green records his 5th career #nbaplayoffs triple double for the warriors with 16p 14r 10a #tripledoublealert,5,2123,0,1,0,-1.7365982581202373
721569,36317900,easymoneysnipers up to 50 with this and one on espn #nbaplayoffs,5,2057,0,0,1,-0.5394630177603774
