Engagements,Followers at Posting,Description,Day_of_Week,Time_in_seconds,Album,Photo,Video
710023,36463902,kawhi leonard fades for 31 points on espn #nbaplayoffs,3,79832,0,0,1
771238,36463902,kawhi off the dribble with the left #nbaplayoffs  espn,3,76153,0,0,1
590834,36463902,the sixers move the ball to find bensimmons on espn #nbaplayoffs,3,75819,0,0,1
557036,36440321,"joelembiid with the touch pass #nbabreakdown

 raptors sixers g3
 800pm et  espn",3,59965,0,0,1
605702,36440321," kawhi the origin story 

 raptors sixers g3
 800pm et  espn",3,52370,0,0,1
329389,36440321,the raptors  sixers each seek a 2 1 series lead #nbaplayoffs,3,45974,0,1,0
346572,36440321,join us in wishing ygtrece of the okcthunder a happy 29th birthday #nbabday,3,42694,0,1,0
349836,36440321,the trailblazers even the series 1 1 with nuggets on 97 90 victory in denver #nbaplayoffs,2,85812,0,1,0
725362,36440321,between the legs,2,81819,0,0,1
603599,36440321,mbeasy5 punches it home in transition for the nuggets,2,81125,0,0,1
585445,36440321,the trailblazers move the ball to find hoodie5 #nbaplayoffs  nbaontnt,2,79572,0,0,1
538977,36440321,biggametae  mbeasy5 showcase their handles for the nuggets bucket on tnt #nbaplayoffs,2,78087,0,0,1
715841,36414852,from behind the arc the round 1 #mtndew3pt leaders #nbaplayoffs,2,69622,0,0,1
430226,36414852,in budweiserusa #legendarymoments history we highlight billwaltons heroic #nbafinals mvp performance to secure the trailblazers 1977 nba championship who do you have in game 2 tonighttrailblazers or nuggets,2,62108,0,0,1
303470,36414852,will the nuggets take 2 0 series lead or will the trailblazers even it up 1 1,2,44947,0,1,0
417241,36414852,the bucks 1 1 and warriors 2 0 each win in tuesdays #nbaplayoffs action,2,12999,0,1,0
417241,36414852,the warriors take 2 0 series lead over houstonrockets with 115 109 home victory #nbaplayoffs,2,4658,0,1,0
707912,36414852,money23green gets the open slam off the warriors ball movement,2,3194,0,0,1
678474,36414852,the warriors move the ball to find andre #nbaplayoffs  nbaontnt,1,84715,0,0,1
351107,36414852,the bucks even the series 1 1 with a 123 102 home victory #nbaplayoffs,1,81651,0,1,0
713348,36414852,air jaylen #nbaplayoffs  nbaontnt,1,77305,0,0,1
876573,36414852,kyrieirving fades from the baseline on tnt #nbaplayoffs,1,75958,0,0,1
599077,36414852,alhorford  giannis_an34 trade emphatic slams on tnt #nbaplayoffs,1,75138,0,0,1
353389,36389226,"35easy money35 
 houstonrockets warriors g2
 1030pm et  nbaontnt",1,71042,0,1,0
345013,36389226," the beard  
 houstonrockets warriors g2
 1030pm et  nbaontnt",1,65478,0,1,0
318676,36389226," the greek freak 

 celtics bucks g2
 800pm et  nbaontnt",1,52854,0,1,0
321234,36389226," kyrie irving 

 celtics bucks g2
 800pm et  nbaontnt",1,45436,0,1,0
316622,36389226,in tonights nbaontnt #nbaplayoffs action the celtics  warriors each look to go up 2 0 while the bucks  houstonrockets look to make it 1 1,1,39612,1,0,0
326271,36389226,the sixers 1 1 and nuggets 1 0 each win on monday #nbaplayoffs,1,18567,0,1,0
326271,36389226,the nuggets take 1 0 series lead over trailblazers with 121 113 home victory #nbaplayoffs,1,5216,0,1,0
819732,36389226, gary harris ,1,1301,0,0,1
599088,36389226,damianlillard goes up  under for the trailblazers on tnt #nbaplayoffs,0,85051,0,0,1
593612,36389226,damianlillard steps back for the trailblazers triple #nbaplayoffs  nbaontnt,0,83352,0,0,1
656741,36389226,thats_g_ hangs  finishes on tnt #nbaplayoffs,0,82983,0,0,1
599088,36389226,jimmybutler scores 12 in the 4th to seal sixers road victory #nbaplayoffs,0,81651,0,0,1
314509,36389226,the sixers even the series 1 1 with raptors on 94 89 victory in toronto #nbaplayoffs,0,81526,0,1,0
719942,36389226,the footwork late in the 4th #nbaplayoffs,0,81242,0,0,1
262893,36389226,"logo lillard damianlillard shot 8 12 from beyond 30 feet in the opening round of the 2019 #nbaplayoffs 
 trailblazers nuggets g1
 1030pm et  nbaontnt",0,76187,0,1,0
593612,36389226,pskills43 spins off the dribble for the raptors #nbaplayoffs  nbaontnt,0,73034,0,0,1
788404,36367250, the top 3 assists in the east from the opening round of the #nbaplayoffs #statefarmassists,0,68985,0,0,1
252955,36367250," the joker 

 trailblazers nuggets g1
 1030pm et  nbaontnt",0,56430,0,1,0
519437,36367250," damianlillards epic #tissotbuzzerbeater as heard around the  #thisisyourtime

 trailblazers nuggets g1
 1030pm et  nbaontnt",0,50225,0,0,1
204785,36367250,the sixers  raptors play game 2 and the trailblazers  nuggets open their series in tonights nbaontnt action #nbaplayoffs,0,45939,1,0,0
347570,36367250,the current #nbaplayoffs bracket,0,30729,0,1,0
688432,36367250,a look at the numbers as the nuggets advanced to the conference semis,0,7258,0,0,1
333058,36367250,joe borgia nba senior vice president of replay  referee operations joined nbatv to discuss two plays from houstonrockets warriors and what constitutes a foul in cases of defenders closing out on shooters,6,82934,1,0,0
455010,36341790,the celtics and warriors each take 1 0 series leads on sunday,6,71069,0,1,0
735752,36341790, the fantastic finish of houstonrockets warriors game 1 #nbaplayoffs,6,67824,0,0,1
366419,36341790,the warriors take a 1 0 series lead over the houstonrockets with 104 100 home win #nbaplayoffs,6,66752,0,1,0
735752,36341790, big plays down the stretch from houstonrockets  warriors in game 1 #nbaplayoffs ,6,66507,0,0,1
728925,36341790,stephencurry30 in the clutch as warriors win game 1 #nbaplayoffs,6,65811,0,0,1
656027,36341790,easymoneysniper protects the paint for the warriors #nbaplayoffs #nbaonabc,6,61584,0,0,1
629197,36341790,back to back houstonrockets transition threes to tie game 1 at 53 53 at the half #nbaplayoffs #nbaonabc,6,60515,0,0,1
338448,36341790,the celtics take a 1 0 series lead over the bucks with 112 90 road victory #nbaplayoffs,6,55743,0,1,0
573962,36341790,alhorford protects the paint for the celtics #nbaplayoffs #nbaonabc,6,52988,0,0,1
839826,36341790,kyrieirving goes to work on the block #nbaplayoffs #nbaonabc,6,49227,0,0,1
347215,36341790,"whos your super hero

#nationalsuperheroday
#nbaplayoffs
#nbaonabc",6,41830,0,1,0
343056,36341790,the conference semis continue with celtics bucks and houstonrockets warriors series openers #nbaplayoffs #nbaonabc,6,25390,1,0,0
721556,36341790,nikola jokic came to play in game 7 with 21 points 15 rebounds  10 assists for the nuggets #nbaplayoffs,6,4709,0,0,1
353511,36341790,the nuggets win game 7 90 86 to advance to the western conference semis #nbaplayoffs,6,3730,0,1,0
658213,36341790,jmglitxh27 tosses in the clutch runner in the nuggets game 7 victory #nbaplayoffs,6,2541,0,0,1
353511,36341790,nikola jokic notches the game 7 triple double with 21p 15r 10a for the nuggets #tripledoublealert,6,2247,0,1,0
655325,36341790,jmglitxh27 gets it to fall for the nuggets in game 7,5,85899,0,0,1
604967,36341790,kawhi protects home for the raptors in game 1 #nbaplayoffs #phantomcam,5,82397,0,0,1
763838,36341790,look at that angle #nbaplayoffs  nbaontnt,5,80532,0,0,1
338348,36341790,the raptors take 1 0 series lead over the sixers with 108 95 victory at home #nbaplayoffs,5,79793,0,1,0
696784,36341790,kawhi with the swat pskills43 with the slam #nbaplayoffs  nbaontnt,5,76583,0,0,1
780326,36341790," meet nikola jokic  
 game 7
 1000pm et
 nbaontnt",5,74517,0,0,1
416267,36341790,27 in the first half for kawhi on tnt,5,73919,0,1,0
696784,36341790,kawhi spins off the dribble for the raptors #nbaplayoffs  nbaontnt,5,73495,0,0,1
696796,36317900,joelembiid to the rack #nbaplayoffs  nbaontnt,5,72207,0,0,1
703224,36317900,kyle_lowry7 off the window plus the foul on tnt #nbaplayoffs,5,71948,0,0,1
295863,36317900, the klaw  the raptors open the eastern conference semis hosting philadelphia 730pm et nbaontnt #nbaplayoffs,5,62129,0,1,0
610362,36317900,heroes are among us the new damianlillard adidas x marvel black panther dame 5 just dropped footlocker #becausesneakers,5,52561,0,0,1
266739,36317900,the sixers raptors eastern conference semis open up 730pm et tonight nbaontnt #nbaplayoffs,5,47755,0,1,0
308818,36317900,game 7 you got the spurs or nuggets,5,41927,0,1,0
418893,36317900,the current #nbaplayoffs bracket,5,19660,0,1,0
444040,36317900,the warriors advance to the western conference semis with 129 110 victory in la #nbaplayoffs,5,3378,0,1,0
403544,36317900,money23green records his 5th career #nbaplayoffs triple double for the warriors with 16p 14r 10a #tripledoublealert,5,2123,0,1,0
721569,36317900,easymoneysnipers up to 50 with this and one on espn #nbaplayoffs,5,2057,0,0,1
713400,36317900, how easymoneysniper got his 38 first half points on espn #nbaplayoffs,4,84802,0,0,1
344032,36317900, 38 for easymoneysniper at the half on espn #nbaplayoffs,4,83634,0,1,0
656776,36317900,easymoneysniper fades plus the foul on espn #nbaplayoffs,4,82314,0,0,1
599120,36317900,klaythompson with the denial  easymoneysniper with the dunk on espn #nbaplayoffs,4,81013,0,0,1
736919,36317900,stephencurry30  the warriors look to advance with a win 10pm et espn #nbaplayoffs,4,75225,0,0,1
588934,36296559,"trezz24 on both ends for the laclippers #nbabreakdown

 warriors laclippers g6
 10pm et  espn",4,68128,0,0,1
625346,36296559,heroes are among us the new jharden13 adidas x marvel iron man harden vol 3 just dropped footlocker #becausesneakers,4,56718,0,0,1
327582,36296559,will the warriors win  advance or will the laclippers win  force a game 7,4,39770,0,1,0
357921,36296559,john havlicek was a wonderful friend who represented the best of the nba  he described himself as a man of routine and discipline  a humble approach that produced extraordinary results including eight nba championships with the boston celtics 13 all star selections and some of the most iconic moments in league history  a trusted teammate who prioritized winning johns passion and energy endeared him to basketball fans and made him a model for generations of nba players  we send our deepest sympathies to johns wife beth his son chris and his daughter jill as well as the entire celtics organization   adamsilvernba,4,1277,0,1,0
326809,36296559,the spurs force a game 7 with the nuggets on 120 103 victory at home #nbaplayoffs,3,81289,0,1,0
719994,36296559,box out the shooter #nbaplayoffs,3,76966,0,0,1
546536,36296559,demar_derozan dimes it to jakob early on tnt for the spurs #nbaplayoffs,3,74185,0,0,1
562887,36296559,in budweiserusa #legendarymoments history we take a look at steve kerr coming off the spurs bench steve kerr buries 4 threes to close out dallas in game 6 of the 2003 western conference finals who do you have in game 6 between the nuggets and spurs,3,74109,0,0,1
311944,36271116,ahead of tonights #nbaplayoffs action 800pm et tnt we showcase jmglitxh27s off court style #gamechangers,3,55847,1,0,0
252315,36271116, the nbas most popular jersey list based on nbastore sales for 2018 19 regular season tap to shop,3,47394,1,0,0
271080,36271116,its win or go home for the spurs as the nuggets look to advance 800pm et nbaontnt,3,37205,0,1,0
334169,36271116,the houstonrockets 4 1 advance  the laclippers 2 3 force a game 6 in wednesdays #nbaplayoffs action,3,15405,0,1,0
673934,36271116,the laclippers fight for another day #nbaplayoffs,3,6998,0,0,1
389778,36271116,the laclippers force a game 6 with 129 121 victory over the warriors in oakland #nbaplayoffs,3,5815,0,1,0
614772,36271116,easymoneysniper jam  louwillville 4 point play back and forth action late in game 5 #nbaplayoffs,3,4328,0,0,1
609153,36271116,louwillville with the hesi to set up trezz24 #nbaplayoffs  nbaontnt,3,2947,0,0,1
609153,36271116,trezz24 with the monster slam for the laclippers #nbaplayoffs  nbaontnt,3,2316,0,0,1
599142,36271116,louwillville gets to the bucket late in the 2nd for the laclippers on tnt #nbaplayoffs,2,86285,0,0,1
331308,36271116,the houstonrockets advance to the western conference semis with 100 93 victory at home #nbaplayoffs,2,82619,0,1,0
657250,36271116,jharden13 records the late steal  the houstonrockets advance to the western conference semifinals #nbaplayoffs,2,81791,0,0,1
593666,36271116,ccapela15s block sets up the houstonrockets in transition #nbaplayoffs  nbaontnt,2,77793,0,0,1
558353,36237804,are you rolling with the utahjazz or houstonrockets on game 5 nbaontnt,2,71476,0,0,1
537253,36237804,"klaythompson attracts the defense  andrewbogut slips to the rim #nbabreakdown

 laclippers warriors g5
 1030pm et
 nbaontnt",2,61687,0,0,1
251603,36237804,its win or go home for the utahjazz  laclippers as the houstonrockets  warriors look to advance #nbaplayoffs,2,46804,1,0,0
226758,36237804, all the  angles of damianlillards #tissotbuzzerbeater for the trailblazers win #thisisyourtime ,2,32126,1,0,0
254265,36237804,the raptors 4 1 sixers 4 1  trailblazers 4 1 each advance while the nuggets take 3 2 series lead in tuesdays #nbaplayoffs action,2,12927,0,1,0
540309,36237804,poetry in motion damianlillards trailblazers winner through the lens of our slo mo #phantomcam,2,8522,0,0,1
614783,36237804,what a fantastic finish in portland as the trailblazers advance on damianlillards heroics #nbaplayoffs,2,6243,0,0,1
673947,36237804,sometimes its your turn to go through something and when you keep fighting and keep working through it and stay together theres a reward waiting for you damianlillard #nbaplayoffs,2,5550,0,0,1
693375,36237804, damianlillard calls series for the trailblazers with the stepback triple for 50 #tissotbuzzerbeater #thisisyourtime,2,4997,0,0,1
307857,36237804,damianlillard advances the trailblazers and becomes the only player in #nbaplayoffs history to record a stat line of at least 50 pts 5 reb 5 ast  10+ 3pm,2,4891,0,1,0
624853,36237804,damianlillard 50 pts buries the #tissotbuzzerbeater and the trailblazers advance to the western conference semifinals #thisisyourtime #nbaplayoffs,2,4196,0,0,1
307857,36237804,congrats to russwest44 of the okcthunder for moving up to 4th on the #nbaplayoffs triple double list,2,2361,0,1,0
732051,36237804,logo lillard strikes to open the 3rd #nbaplayoffs  nbaontnt,2,781,0,0,1
307857,36237804,the nuggets take 3 2 series lead over the spurs with 108 90 victory at home #nbaplayoffs,2,513,0,1,0
664857,36237804,damianlillard has 34 at the half  nbaontnt,1,85374,0,0,1
650809,36237804,damianlillard is feelin it early from deep #nbaplayoffs  nbaontnt,1,84466,0,0,1
350699,36237804,the sixers advance to the eastern conference semis with 122 100 victory at home #nbaplayoffs,1,82702,0,1,0
599153,36237804,russwest44 threads the needle to stevenadams on tnt #nbaplayoffs,1,82516,0,0,1
650809,36237804,jmglitxh27 hangs  finishes #nbaplayoffs  nbatv,1,81378,0,0,1
350699,36237804,the raptors advance to the eastern conference semis with 115 96 victory at home #nbaplayoffs,1,80441,0,1,0
546555,36237804,dwhite921 spins in for the spurs bucket on nbatv #nbaplayoffs,1,78775,0,0,1
728839,36237804,bensimmons closes out the first quarter on tnt with a ,1,74835,0,0,1
546565,36216008,normanpowell4 takes it with authority for the raptors on nbatv #nbaplayoffs,1,72105,0,0,1
470055,36216008,"bensimmons hustles back for the sixers block #nbabreakdown

 brooklynnets sixers g5
 800pm et  nbaontnt",1,65066,0,0,1
560309,36216008," straight outta comp10 

 spurs nuggets g5
 930pm et  nbatv",1,54082,0,0,1
251265,36216008,ahead of tonights nuggets #nbaplayoffs action 930pm et nbatv we showcase some of jmglitxh27s off court style #gamechangers,1,47686,1,0,0
